lib_mrq;lib_mod_doss;lib_mod;dscom;cnit;tvv;typ_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;date_maj;Carrosserie;gamme
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865R296;172K4S8M0NZAAA200;ES;non;10;135;A 7;8,3;4,9;6,1;142;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865R297;172K4S8M0NZAAA211;ES;non;10;135;A 7;8,5;5,1;6,3;147;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865S298;172K4S8M0NZAAA212;ES;non;10;135;A 7;8,6;5,3;6,5;151;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865T299;172K4S8M0NZAAA222;ES;non;10;135;A 7;8,6;5,3;6,5;151;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865U300;172K4S8M0NZAAB200;ES;non;10;135;A 7;8,3;4,9;6,1;142;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865V301;172K4S8M0NZAAB211;ES;non;10;135;A 7;8,5;5,1;6,3;147;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865W302;172K4S8M0NZAAB212;ES;non;10;135;A 7;8,6;5,3;6,5;151;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVA7;M10MCDVP865X303;172K4S8M0NZAAB222;ES;non;10;135;A 7;8,6;5,3;6,5;151;0,239;0,053;0,02;;0,003;1470;1470;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 350;SLK 350 BVA7;M10MCDVP865Z280;172K4S6M0NZAAA200;ES;non;20;225;A 7;9,9;5,5;7,1;167;0,048;0,043;0,009;;0,001;1540;1540;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SL;SL 500;SL 500 BVA7;M10MCDVP8798422;231N47VM0NZAAA200;ES;non;33;320;A 7;12,7;7;9,1;212;0,314;0,073;0,032;;0,001;1785;1785;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 500;SL 500 BVA7;M10MCDVP8799423;231N47VM0NZAAA201;ES;non;33;320;A 7;12,8;7,1;9,2;214;0,314;0,073;0,032;;0,001;1785;1785;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 500;SL 500 BVA7;M10MCDVP879A424;231N47VM0NZAAB200;ES;non;33;320;A 7;12,7;7;9,1;212;0,314;0,073;0,032;;0,001;1785;1785;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 500;SL 500 BVA7;M10MCDVP879B425;231N47VM0NZAAB201;ES;non;33;320;A 7;12,8;7,1;9,2;214;0,314;0,073;0,032;;0,001;1785;1785;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879C426;231N4S6M0NZAAA200;ES;non;19;225;A 7;9,3;5,4;6,8;159;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879D427;231N4S6M0NZAAA201;ES;non;20;225;A 7;9,5;5,9;7,2;169;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879E428;231N4S6M0NZAAA202;ES;non;20;225;A 7;9,9;6,1;7,5;176;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879F429;231N4S6M0NZAAA221;ES;non;20;225;A 7;9,5;5,9;7,2;169;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879G430;231N4S6M0NZAAA222;ES;non;20;225;A 7;9,9;6,1;7,5;176;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879H431;231N4S6M0NZAAB200;ES;non;19;225;A 7;9,3;5,4;6,8;159;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879J432;231N4S6M0NZAAB201;ES;non;20;225;A 7;9,5;5,9;7,2;169;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879J433;231N4S6M0NZAAB202;ES;non;20;225;A 7;9,9;6,1;7,5;176;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879K434;231N4S6M0NZAAB221;ES;non;20;225;A 7;9,5;5,9;7,2;169;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE SL;SL 350;SL 350 BVA7;M10MCDVP879L435;231N4S6M0NZAAB222;ES;non;20;225;A 7;9,9;6,1;7,5;176;0,079;0,055;0,005;;0,003;1685;1685;715/2007*566/2011EURO5;;CABRIOLET;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVA7 FAP;M10MCDVPA140808;212KJ2S3M0NZAEB502;GO;non;11;150;A 7;6,6;4,8;5,5;143;0,094;;0,148;0,16;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA140844;212KJ2S8M0NZAAA542;ES;non;11;135;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA141809;212KJ2S7M0NZAAA500;ES;non;12;150;A 7;8,9;5,5;6,8;159;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA141845;212KJ2S8M0NZAAB500;ES;non;11;135;A 7;8,9;5,5;6,8;159;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA142810;212KJ2S7M0NZAAA501;ES;non;12;150;A 7;9,1;5,7;7;162;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA142846;212KJ2S8M0NZAAB501;ES;non;11;135;A 7;9,1;5,7;7;162;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA143811;212KJ2S7M0NZAAA502;ES;non;12;150;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA143847;212KJ2S8M0NZAAB502;ES;non;11;135;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVA7 FAP;M10MCDVPA144776;212KJ2S2M0NZAEA501;GO;non;9;125;A 7;6,6;4,8;5,5;142;0,094;;0,149;0,16;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA144812;212KJ2S7M0NZAAA542;ES;non;12;150;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA144848;212KJ2S8M0NZAAB542;ES;non;11;135;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVA7 FAP;M10MCDVPA145777;212KJ2S2M0NZAEA502;GO;non;9;125;A 7;6,6;4,8;5,5;143;0,094;;0,149;0,16;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA145813;212KJ2S7M0NZAAB500;ES;non;12;150;A 7;8,9;5,5;6,8;159;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA145849;212KJ2S8M0NZAEA500;ES;non;11;135;A 7;8,9;5,5;6,8;159;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA145971;212KJ27TM0RZAAA500;ES;non;43;386;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA146753;212KJ2S2M0KZAAA500;GO;non;9;125;M 6;6,5;4,4;5,2;136;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVA7 FAP;M10MCDVPA146778;212KJ2S2M0NZAEB500;GO;non;9;125;A 7;6,4;4,6;5,3;139;0,094;;0,149;0,16;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA146814;212KJ2S7M0NZAAB501;ES;non;12;150;A 7;9,1;5,7;7;162;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA146850;212KJ2S8M0NZAEA501;ES;non;11;135;A 7;9,1;5,7;7;162;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA146972;212KJ27TM0RZAAA510;ES;non;43;386;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA147754;212KJ2S2M0KZAAA501;GO;non;9;125;M 6;6,6;4,5;5,3;139;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVA7 FAP;M10MCDVPA147779;212KJ2S2M0NZAEB501;GO;non;9;125;A 7;6,6;4,8;5,5;142;0,094;;0,149;0,16;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA147815;212KJ2S7M0NZAAB502;ES;non;12;150;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA147851;212KJ2S8M0NZAEA502;ES;non;11;135;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA147973;212KJ27TM0RZAAB500;ES;non;43;386;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA148755;212KJ2S2M0KZAAA502;GO;non;9;125;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVA7 FAP;M10MCDVPA148780;212KJ2S2M0NZAEB502;GO;non;9;125;A 7;6,6;4,8;5,5;143;0,094;;0,149;0,16;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA148816;212KJ2S7M0NZAAB542;ES;non;12;150;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA148852;212KJ2S8M0NZAEB500;ES;non;11;135;A 7;8,9;5,5;6,8;159;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA148974;212KJ27TM0RZAAB510;ES;non;43;386;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA149756;212KJ2S2M0KZAAA542;GO;non;9;125;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA149781;212KJ2S3M0IZAAA500;GO;non;11;150;M 6;6,5;4,4;5,2;136;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA149817;212KJ2S7M0NZAEA500;ES;non;12;150;A 7;8,9;5,5;6,8;159;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA149853;212KJ2S8M0NZAEB501;ES;non;11;135;A 7;9,1;5,7;7;162;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA149975;212KJ27UM0RZAAA500;ES;non;47;410;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14A757;212KJ2S2M0KZAAB500;GO;non;9;125;M 6;6,5;4,4;5,2;136;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14A782;212KJ2S3M0IZAAA501;GO;non;11;150;M 6;6,6;4,5;5,3;139;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA14A818;212KJ2S7M0NZAEA501;ES;non;12;150;A 7;9,1;5,7;7;162;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVA7;M10MCDVPA14A854;212KJ2S8M0NZAEB502;ES;non;11;135;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA14A976;212KJ27UM0RZAAA510;ES;non;47;410;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14B758;212KJ2S2M0KZAAB501;GO;non;9;125;M 6;6,6;4,5;5,3;139;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14B783;212KJ2S3M0IZAAA502;GO;non;11;150;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA14B819;212KJ2S7M0NZAEA502;ES;non;12;150;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA14B977;212KJ27UM0RZAAB500;ES;non;47;410;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14C759;212KJ2S2M0KZAAB502;GO;non;9;125;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14C784;212KJ2S3M0IZAAA542;GO;non;11;150;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA14C820;212KJ2S7M0NZAEB500;ES;non;12;150;A 7;8,9;5,5;6,8;159;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 63 AMG;E 63 AMG STATION WAGON BVA7;M10MCDVPA14C978;212KJ27UM0RZAAB510;ES;non;47;410;A 7;13,9;7,8;10;234;0,225;0,031;0,037;;0,001;1945;1945;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14D760;212KJ2S2M0KZAAB542;GO;non;9;125;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14D785;212KJ2S3M0IZAAB500;GO;non;11;150;M 6;6,5;4,4;5,2;136;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA14D821;212KJ2S7M0NZAEB501;ES;non;12;150;A 7;9,1;5,7;7;162;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI 4MATIC STATION WAGON BVA7 FAP;M10MCDVPA14D979;212KJ2S3M1NZAAA500;GO;non;12;150;A 7;7,2;5,3;6;157;0,094;;0,148;0,16;0;1940;1940;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14E761;212KJ2S2M0KZAEA500;GO;non;9;125;M 6;6,5;4,4;5,2;136;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14E786;212KJ2S3M0IZAAB501;GO;non;11;150;M 6;6,6;4,5;5,3;139;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 STATION WAGON BVA7;M10MCDVPA14E822;212KJ2S7M0NZAEB502;ES;non;12;150;A 7;9,1;5,7;7;163;0,255;0,048;0,019;;0,003;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI 4MATIC STATION WAGON BVA7 FAP;M10MCDVPA14E980;212KJ2S3M1NZAAA501;GO;non;12;150;A 7;7,4;5,3;6,1;161;0,094;;0,148;0,16;0;1940;1940;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14F762;212KJ2S2M0KZAEA501;GO;non;9;125;M 6;6,6;4,5;5,3;139;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14F787;212KJ2S3M0IZAAB502;GO;non;11;150;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVM6;M10MCDVPA14F823;212KJ2S8M0JZABA500;ES;non;11;135;M 6;10,5;6,1;7,7;180;0,227;0,04;0,029;;0,002;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI 4MATIC STATION WAGON BVA7 FAP;M10MCDVPA14F981;212KJ2S3M1NZAAA541;GO;non;12;150;A 7;7,4;5,3;6,1;161;0,094;;0,148;0,16;0;1940;1940;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14G763;212KJ2S2M0KZAEA502;GO;non;9;125;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14G788;212KJ2S3M0IZAAB542;GO;non;11;150;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVM6;M10MCDVPA14G824;212KJ2S8M0JZABA501;ES;non;11;135;M 6;10,5;6,4;7,8;183;0,227;0,04;0,029;;0,002;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI 4MATIC STATION WAGON BVA7 FAP;M10MCDVPA14G982;212KJ2S3M1NZAAB500;GO;non;12;150;A 7;7,2;5,3;6;157;0,094;;0,148;0,16;0;1940;1940;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14H764;212KJ2S2M0KZAEB500;GO;non;9;125;M 6;6,5;4,4;5,2;136;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14H789;212KJ2S3M0IZAEA500;GO;non;11;150;M 6;6,5;4,4;5,2;136;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVM6;M10MCDVPA14H825;212KJ2S8M0JZABA544;ES;non;11;135;M 6;10,1;6,3;7,6;178;0,227;0,04;0,029;;0,002;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI 4MATIC STATION WAGON BVA7 FAP;M10MCDVPA14H983;212KJ2S3M1NZAAB501;GO;non;12;150;A 7;7,4;5,3;6,1;161;0,094;;0,148;0,16;0;1940;1940;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14J765;212KJ2S2M0KZAEB501;GO;non;9;125;M 6;6,6;4,5;5,3;139;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI STATION WAGON BVM6 FAP;M10MCDVPA14J766;212KJ2S2M0KZAEB502;GO;non;9;125;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14J790;212KJ2S3M0IZAEA501;GO;non;11;150;M 6;6,6;4,5;5,3;139;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 CDI STATION WAGON BVM6 FAP;M10MCDVPA14J791;212KJ2S3M0IZAEA502;GO;non;11;150;M 6;6,6;4,6;5,4;141;0,21;;0,17;0,183;0;1845;1845;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 STATION WAGON BVM6;M10MCDVPA14J826;212KJ2S8M0JZABB500;ES;non;11;135;M 6;10,5;6,1;7,7;180;0,227;0,04;0,029;;0,002;1735;1735;715/2007*566/2011EURO5;;BREAK;LUXE
